0 0 785.403 840.306
0 1 792.713 849.067
0 2 793.245 848.818
0 3 783.763 839.249
0 4 804.957 861.029
0 5 619.555 635.654
0 6 653.985 683.255
0 7 795.439 851.707
0 8 776.338 831.654
0 9 773.385 828.87
0 10 806.704 862.586
0 11 785.856 841.494
0 12 797.46 853.07
0 13 796.291 852.145
0 14 763.656 821.119
0 15 778.588 834.987
0 16 798.799 857.842
0 17 779.595 837.607
0 18 796.234 854.904
0 19 814.237 872.561
0 20 805.381 863.957
0 21 790.262 849.371
0 22 804.042 862.814
0 23 809.832 867.488
0 24 796.607 854.433
0 25 803.286 860.84
0 26 806.034 864.014
0 27 803.704 861.843
0 28 796.675 854.427
0 29 835.899 896.657
0 30 819.687 877.732
0 31 806.305 863.952
0 32 756.606 810.623
0 33 747.721 801.64
0 34 732.673 786.93
0 35 742.637 796.097
0 36 738.295 791.533
0 37 738.288 791.508
0 38 739.151 792.863
0 39 732.488 785.725
0 40 747.708 799.782
0 41 733.966 788.044
0 42 718.943 771.843
0 43 756.317 808.145
0 44 735.723 787.782
0 45 735.729 787.958
0 46 727.01 779.479
0 47 736.559 788.836
0 48 807.806 863.371
0 49 776.071 833.043
0 50 783.449 840.029
0 51 787.242 843.95
0 52 772.901 829.632
0 53 777.197 833.163
0 54 784.09 840.497
0 55 782.899 838.248
0 56 760.376 816.009
0 57 758.384 814.104
0 58 777.056 832.897
0 59 776.27 832.051
0 60 775.351 831.035
0 61 778.402 834.747
0 62 784.278 839.554
0 63 763.656 819.383
