0 0 1.66755
0 1 1.19846
0 2 0.248884
0 3 1.02525
0 4 0.967077
0 5 0.916806
0 6 0.296554
0 7 0.215839
0 8 0.165198
0 9 0.126706
0 10 0.142576
0 11 0.125454
0 12 0.11507
0 13 0.107391
0 14 0.0878736
0 15 0.100404
0 16 0.0848253
0 17 0.0928467
0 18 0.0843034
0 19 0.0807216
0 20 0.0760583
0 21 0.071883
0 22 0.0726441
0 23 0.0763601
0 24 0.0830882
0 25 0.0896235
0 26 0.0937519
0 27 0.102432
0 28 0.101436
0 29 0.100033
0 30 0.0743733
0 31 0.0915635
0 32 0.0901839
0 33 0.0933936
0 34 0.083676
0 35 0.0993945
0 36 0.105577
0 37 0.0774481
0 38 0.0786022
0 39 0.0767458
0 40 0.0943663
0 41 0.195981
0 42 0.0850001
0 43 0.0840675
0 44 0.0803402
0 45 0.0781073
0 46 0.057136
0 47 1.76521
