0 1096.87
1 1011.46
2 985.662
3 954.398
4 1136.56
5 1071.19
6 1007.47
7 1037.16
8 1084.15
9 1070.27
10 930.243
11 914.777
12 941.372
13 991.08
14 1095.85
15 888.283
16 953.299
17 979.178
18 571.635
19 938.019
20 967.851
21 973.066
22 1003.56
23 1062.49
24 854.182
25 916.249
26 1909
27 866.482
28 820.032
29 910.747
30 868.962
31 848.62
32 1056.12
33 1026.53
34 1098.84
35 1143.24
36 1150.41
37 932.796
38 1020.51
39 1101.85
40 994.524
41 876.775
42 932.482
43 1058.47
44 1023.22
45 966.54
46 988.646
47 993.45
48 1090.88
49 1219.08
50 1146.84
51 1103.63
52 1103.38
53 1066.54
54 1051.98
55 1072.47
