7 18  18 1402 2582 3758 4938 6126 7314 8358 9114 9794 10462 11122 11782 12438 13098 13758 14422 15078 15718 
7 19  20 1362 2514 3662 4810 5970 7130 8194 8950 9626 10274 10918 11566 12206 12850 13498 14146 14790 15430 15874 15982 
7 20  19 1386 2586 3782 4986 6194 7402 8422 9174 9862 10542 11210 11878 12554 13222 13894 14570 15238 15798 15946 
7 21  18 1414 2622 3822 5030 6246 7466 8478 9226 9922 10610 11290 11966 12654 13334 14014 14702 15378 15942 
7 22  20 1386 2534 3682 4822 5982 7142 8214 8978 9654 10306 10950 11602 12246 12894 13546 14194 14842 15486 15858 15950 
7 23  17 1434 2638 3838 5046 6262 7482 8482 9234 9934 10634 11322 12014 12710 13402 14098 14790 15482 
7 24  19 1362 2498 3630 4762 5910 7062 8134 8894 9566 10214 10854 11498 12138 12786 13426 14070 14718 15366 15962 
7 25  20 1346 2510 3670 4826 6002 7182 8222 8974 9654 10314 10974 11638 12294 12954 13626 14286 14950 15586 15862 15946 
7 26  20 1398 2590 3782 4982 6186 7402 8394 9138 9826 10510 11182 11854 12534 13210 13890 14570 15242 15770 15898 15962 
7 27  20 1374 2538 3702 4858 6038 7218 8246 8994 9670 10334 10994 11654 12314 12970 13638 14302 14962 15590 15846 15926 
7 28  18 1442 2626 3802 4990 6186 7390 8398 9146 9830 10510 11178 11850 12522 13198 13870 14550 15222 15834 
7 29  19 1414 2606 3794 4986 6194 7406 8398 9146 9838 10526 11206 11882 12570 13254 13938 14626 15306 15862 15998 
7 30  19 1390 2526 3658 4790 5946 7106 8162 8918 9594 10246 10894 11546 12194 12846 13502 14158 14810 15462 15938 
7 31  19 1386 2550 3714 4874 6058 7250 8286 9038 9718 10390 11050 11714 12374 13030 13702 14370 15038 15674 15998 
