0	0	0.813	74.701
0	1	0.813	74.701
0	2	0.813	74.701
0	3	0.813	74.701
0	4	0.813	74.701
0	5	0.813	74.701
0	6	0.813	74.701
0	7	0.813	74.701
0	8	0.813	74.701
0	9	0.813	74.701
0	10	0.813	74.701
0	11	0.813	74.701
0	12	0.813	74.701
0	13	0.813	74.701
0	14	0.813	74.701
0	15	0.813	74.701
0	16	0.813	74.701
0	17	0.813	74.701
0	18	0.813	74.701
0	19	0.813	74.701
0	20	0.813	74.701
0	21	0.813	74.701
0	22	0.813	74.701
0	23	0.813	74.701
0	24	0.817	85.811
0	25	0.819	72.260
0	26	0.818	69.208
0	27	0.791	82.288
0	28	0.788	72.651
0	29	0.812	78.103
0	30	0.846	63.867
0	31	0.810	73.422
0	32	0.813	74.701
0	33	0.813	74.701
0	34	0.813	74.701
0	35	0.813	74.701
0	36	0.813	74.701
0	37	0.813	74.701
0	38	0.813	74.701
0	39	0.813	74.701
0	40	0.813	74.701
0	41	0.813	74.701
0	42	0.813	74.701
0	43	0.813	74.701
0	44	0.813	74.701
0	45	0.813	74.701
0	46	0.813	74.701
0	47	0.813	74.701
0	48	0.813	74.701
0	49	0.813	74.701
0	50	0.813	74.701
0	51	0.813	74.701
0	52	0.813	74.701
0	53	0.813	74.701
0	54	0.813	74.701
0	55	0.813	74.701
