0	0	0.828	110.030
0	1	0.828	110.030
0	2	0.828	110.030
0	3	0.828	110.030
0	4	0.828	110.030
0	5	0.828	110.030
0	6	0.828	110.030
0	7	0.828	110.030
0	8	0.828	110.030
0	9	0.828	110.030
0	10	0.828	110.030
0	11	0.828	110.030
0	12	0.828	110.030
0	13	0.828	110.030
0	14	0.828	110.030
0	15	0.828	110.030
0	16	0.828	110.030
0	17	0.828	110.030
0	18	0.828	110.030
0	19	0.828	110.030
0	20	0.828	110.030
0	21	0.828	110.030
0	22	0.828	110.030
0	23	0.828	110.030
0	24	0.843	115.484
0	25	0.827	111.544
0	26	0.822	111.213
0	27	0.805	119.087
0	28	0.805	106.416
0	29	0.839	105.278
0	30	0.853	104.542
0	31	0.830	106.678
0	32	0.828	110.030
0	33	0.828	110.030
0	34	0.828	110.030
0	35	0.828	110.030
0	36	0.828	110.030
0	37	0.828	110.030
0	38	0.828	110.030
0	39	0.828	110.030
0	40	0.828	110.030
0	41	0.828	110.030
0	42	0.828	110.030
0	43	0.828	110.030
0	44	0.828	110.030
0	45	0.828	110.030
0	46	0.828	110.030
0	47	0.828	110.030
0	48	0.828	110.030
0	49	0.828	110.030
0	50	0.828	110.030
0	51	0.828	110.030
0	52	0.828	110.030
0	53	0.828	110.030
0	54	0.828	110.030
0	55	0.828	110.030
