0	0	0.833	76.420
0	1	0.833	76.420
0	2	0.833	76.420
0	3	0.833	76.420
0	4	0.833	76.420
0	5	0.833	76.420
0	6	0.833	76.420
0	7	0.833	76.420
0	8	0.833	76.420
0	9	0.833	76.420
0	10	0.833	76.420
0	11	0.833	76.420
0	12	0.833	76.420
0	13	0.833	76.420
0	14	0.833	76.420
0	15	0.833	76.420
0	16	0.833	76.420
0	17	0.833	76.420
0	18	0.833	76.420
0	19	0.833	76.420
0	20	0.833	76.420
0	21	0.833	76.420
0	22	0.833	76.420
0	23	0.833	76.420
0	24	0.855	76.760
0	25	0.832	77.141
0	26	0.833	74.201
0	27	0.815	81.355
0	28	0.808	75.931
0	29	0.840	77.298
0	30	0.851	73.244
0	31	0.828	75.434
0	32	0.833	76.420
0	33	0.833	76.420
0	34	0.833	76.420
0	35	0.833	76.420
0	36	0.833	76.420
0	37	0.833	76.420
0	38	0.833	76.420
0	39	0.833	76.420
0	40	0.833	76.420
0	41	0.833	76.420
0	42	0.833	76.420
0	43	0.833	76.420
0	44	0.833	76.420
0	45	0.833	76.420
0	46	0.833	76.420
0	47	0.833	76.420
0	48	0.833	76.420
0	49	0.833	76.420
0	50	0.833	76.420
0	51	0.833	76.420
0	52	0.833	76.420
0	53	0.833	76.420
0	54	0.833	76.420
0	55	0.833	76.420
