0 306.061
1 304.313
2 284.569
3 279.178
4 324.686
5 296.19
6 297.336
7 297.7
8 300.921
9 301.929
10 277.896
11 259.06
12 284.368
13 282.476
14 321.212
15 253.249
16 277.506
17 274.35
18 273.735
19 239.967
20 275.194
21 280.603
22 289.491
23 291.56
24 259.945
25 264.282
26 233.956
27 249.86
28 238.002
29 243.962
30 264.889
31 246.187
32 294.795
33 279.13
34 300.029
35 317.376
36 313.196
37 270.473
38 285.959
39 312.796
40 270.551
41 222.155
42 251.81
43 296.166
44 283.873
45 265.333
46 250.733
47 272.204
48 297.747
49 334.038
50 301.376
51 303.392
52 278.97
53 279.887
54 303.483
55 294.308
