0 112.425
1 131.782
2 116.301
3 114.897
4 127.37
5 106.951
6 125.974
7 119
8 109.886
9 116.014
10 122.461
11 99.7963
12 128.863
13 113.737
14 136.883
15 103.704
16 106.961
17 96.7336
18 107.771
19 92.8235
20 112.823
21 107.036
22 119.495
23 101.289
24 121.265
27 105.984
29 97.7836
30 108.804
32 111.997
33 100.373
34 107.339
35 121.073
36 110.66
37 111.654
38 107.23
39 120.067
40 101.576
41 69.7749
42 90.9168
43 117.457
44 110.744
45 96.572
46 74.8656
47 99.6862
49 125.835
50 97.6734
52 79.3617
53 90.8085
54 118.762
55 102.026
