0 19 113.972
1 19 157.961
2 22 105.974
3 19 121.97 
4 17 129.968
5 17 113.972
6 19 145.964
7 18 125.969
8 16 121.97 
9 17 121.97 
10 21 153.962
11 22 105.974
12 19 161.96 
13 21 117.971
14 15 161.96 
15 25 105.974
16 22 109.973
17 22 113.972
18 18 113.972
19 23 109.973
20 20 117.971
21 21 109.973
22 17 129.968
23 19 105.974
24 20 101.975
25 18 117.971
26 10 125.969
27 18 113.972
28 25 117.971
29 22 125.969
30 23 109.973
31 24 109.973
32 15 117.971
33 24 105.974
34 17 109.973
35 17 117.971
36 16 113.972
37 23 109.973
38 18 109.973
39 17 121.97 
40 23 109.973
41 22 113.972
42 20 109.973
43 20 109.973
44 20 109.973
45 21 113.972
46 18 117.971
47 21 113.972
48 17 109.973
49 16 117.971
50 16 117.971
51 18 109.973
52 17 125.969
53 17 113.972
54 17 125.969
55 18 105.974
