0 1 81.98 
1 1 101.975 
2 1 89.978 
3 1 85.979 
4 1 93.9771 
5 1 73.9819 
6 1 97.9761 
7 1 89.978 
8 1 77.981 
9 1 81.98 
10 1 97.9761 
11 1 73.9819 
12 1 101.975 
13 1 81.98 
14 1 101.975 
15 1 77.981 
16 1 77.981 
17 1 69.9829 
18 1 81.98 
19 1 69.9829 
20 1 85.979 
21 1 81.98 
22 1 89.978 
23 1 69.9829 
24 1 97.9761 
25 1 77.981 
26 1 97.9761 
27 1 81.98 
28 1 93.9771 
29 1 69.9829 
30 1 81.98 
31 1 69.9829 
32 1 73.9819 
33 1 65.9839 
34 1 69.9829 
35 1 81.98 
36 1 69.9829 
37 1 81.98 
38 1 73.9819 
39 1 81.98 
40 1 61.9849 
41 1 37.9907 
42 1 57.9858 
43 1 77.981 
44 1 73.9819 
45 1 61.9849 
46 1 41.9897 
47 1 65.9839 
48 1 69.9829 
49 1 77.981 
50 1 53.9868 
51 1 69.9829 
52 1 41.9897 
53 1 53.9868 
54 1 85.979 
55 1 65.9839 
