0	0	0.857	102.300
0	1	0.857	102.300
0	2	0.857	102.300
0	3	0.857	102.300
0	4	0.857	102.300
0	5	0.857	102.300
0	6	0.857	102.300
0	7	0.857	102.300
0	8	0.857	102.300
0	9	0.857	102.300
0	10	0.857	102.300
0	11	0.857	102.300
0	12	0.857	102.300
0	13	0.857	102.300
0	14	0.857	102.300
0	15	0.857	102.300
0	16	0.857	102.300
0	17	0.857	102.300
0	18	0.857	102.300
0	19	0.857	102.300
0	20	0.857	102.300
0	21	0.857	102.300
0	22	0.857	102.300
0	23	0.857	102.300
0	24	0.880	104.353
0	25	0.853	106.126
0	26	0.851	103.511
0	27	0.844	105.600
0	28	0.830	100.150
0	29	0.863	100.858
0	30	0.878	97.354
0	31	0.854	100.452
0	32	0.857	102.300
0	33	0.857	102.300
0	34	0.857	102.300
0	35	0.857	102.300
0	36	0.857	102.300
0	37	0.857	102.300
0	38	0.857	102.300
0	39	0.857	102.300
0	40	0.857	102.300
0	41	0.857	102.300
0	42	0.857	102.300
0	43	0.857	102.300
0	44	0.857	102.300
0	45	0.857	102.300
0	46	0.857	102.300
0	47	0.857	102.300
0	48	0.857	102.300
0	49	0.857	102.300
0	50	0.857	102.300
0	51	0.857	102.300
0	52	0.857	102.300
0	53	0.857	102.300
0	54	0.857	102.300
0	55	0.857	102.300
