0 305.354
1 303.656
2 283.871
3 278.817
4 324.04
5 295.54
6 296.79
7 297.292
8 300.247
9 301.105
10 277.382
11 258.506
12 283.916
13 281.584
14 320.659
15 252.632
16 270.206
17 270.827
18 274.469
19 260.361
20 279.041
21 276.398
22 291.449
23 288.365
24 259.971
25 260.218
26 234.846
27 251.885
28 249.422
29 254.795
30 251.853
31 236.259
32 292.874
33 277.442
34 299.281
35 315.51
36 311.262
37 268.78
38 284.613
39 311.024
40 268.994
41 220.315
42 249.614
43 294.213
44 281.902
45 263.435
46 249.162
47 270.432
48 297.747
49 332.08
50 299.483
51 301.228
52 277.071
53 277.895
54 301.752
55 292.348
