0	0	0.936	78.435
0	1	0.936	78.435
0	2	0.936	78.435
0	3	0.936	78.435
0	4	0.936	78.435
0	5	0.936	78.435
0	6	0.936	78.435
0	7	0.936	78.435
0	8	0.936	78.435
0	9	0.936	78.435
0	10	0.936	78.435
0	11	0.936	78.435
0	12	0.936	78.435
0	13	0.936	78.435
0	14	0.936	78.435
0	15	0.936	78.435
0	16	0.936	78.435
0	17	0.936	78.435
0	18	0.936	78.435
0	19	0.936	78.435
0	20	0.936	78.435
0	21	0.936	78.435
0	22	0.936	78.435
0	23	0.936	78.435
0	24	0.933	91.042
0	25	0.904	90.828
0	26	0.840	117.136
0	27	1.082	10.888
0	28	0.771	140.506
0	29	0.964	72.395
0	30	1.087	17.355
0	31	0.907	87.327
0	32	0.936	78.435
0	33	0.936	78.435
0	34	0.936	78.435
0	35	0.936	78.435
0	36	0.936	78.435
0	37	0.936	78.435
0	38	0.936	78.435
0	39	0.936	78.435
0	40	0.936	78.435
0	41	0.936	78.435
0	42	0.936	78.435
0	43	0.936	78.435
0	44	0.936	78.435
0	45	0.936	78.435
0	46	0.936	78.435
0	47	0.936	78.435
0	48	0.936	78.435
0	49	0.936	78.435
0	50	0.936	78.435
0	51	0.936	78.435
0	52	0.936	78.435
0	53	0.936	78.435
0	54	0.936	78.435
0	55	0.936	78.435
