-0.001139676	4.400251012
-0.001105991	4.428294931
-0.001177281	4.282154905
-0.001124283	4.368741874
-0.001089098	4.223202256
-0.001189189	4.422216216
-0.001159091	4.258636364
-0.001058366	4.129914397
-0.001022907	4.005307489
-0.001068465	4.131026971
-0.001056561	4.079276018
-0.001055024	4.097710526
-0.000950397	4.084156746
-0.001089157	4.202703614
-0.001327635	4.528512821
-0.000941667	4.1681
-0.001712934	4.600239748
-0.001484456	4.335414508
-0.00152621	4.348770161
-0.001461024	4.32030735
-0.001494382	4.394033708
-0.001375	4.261
-0.001336709	4.230721519
-0.001368071	4.164512195
-0.001346698	4.157360849
-0.001436842	4.254963158
-0.001477089	4.381032345
-0.001577586	4.440362069
-0.001332326	4.181966767
-0.001365559	4.24810574
-0.001527778	4.447083333
-0.001685512	4.623819788
