0.16 337401
0.48 140593
0.8 130027
1.12 116141
1.44 113432
1.76 113866
2.08 107362
2.4 100659
2.72 98661
3.04 106067
3.36 118882
3.68 126916
4 138527
4.32 151819
4.64 160308
4.96 167196
5.28 173745
5.6 170124
5.92 175521
6.24 165503
6.56 155733
6.88 150353
7.2 139360
7.52 130930
7.84 120112
8.16 108977
8.48 100960
8.8 95059.4
9.12 89188
9.44 87446.8
9.76 86214.3
10.08 84409.2
10.4 85810.1
10.72 86595.6
11.04 85231.7
11.36 81064.6
11.68 74107
12 64773.1
12.32 54782.2
12.64 45044.5
12.96 37527.7
13.28 31762.5
13.6 28178.4
13.92 26159.2
14.24 23371.7
14.56 20481.9
14.88 19392
15.2 18162.7
15.52 17586.4
15.84 16548.2
16.16 15933.2
16.48 15559.6
16.8 14951.9
17.12 14547.8
17.44 14824.8
17.76 14725.9
18.08 14985.8
18.4 14949.1
18.72 15685.7
19.04 15716.9
19.36 15950.6
19.68 15759.6
20 17980.2
20.32 17175.3
20.64 19836.7
20.96 19231
21.28 22654.7
21.6 26330.7
21.92 32611.4
22.24 38609.9
22.56 49635.3
22.88 70271
23.2 154886
23.52 451724
23.84 8.0407e+06
